caseNo,usVol,usPg,n_docs,action_code,term,caseId,caseName,nytSalience,cqSalience,voteMargin,n,unanimous,n_cases
411_726,411,726,12,300;430;300;300;300;300;300;100;300;400;300;300,1972,1972-115,"FEDERAL MARITIME COMMISSION v. SEATRAIN LINES, INC., et al.",FALSE,FALSE,9,1,TRUE,1
411_747,411,747,19,900;621;400;300;620;300;300;311;300;322;201;104;203;120;803;120;120;120;311,1972,1972-116,GULF STATES UTILITIES CO. v. FEDERAL POWER COMMISSION et al.,FALSE,FALSE,3,1,FALSE,1
411_778,411,778,15,510;400;300;140;121;300;300;300;300;300;100;800;660;400;300,1972,1972-117,"GAGNON, WARDEN v. SCARPELLI",FALSE,FALSE,7,1,FALSE,1
411_792,411,792,14,300;320;400;300;300;300;300;300;320;400;300;100;100;300,1972,1972-118,MCDONNELL DOUGLAS CORP. v. GREEN,FALSE,FALSE,9,1,TRUE,1
412_1,412,1,19,300;400;151;300;300;100;100;800;100;660;300;120;120;610;400;211;300;300;311,1972,1972-119,HALL et al. v. COLE,FALSE,FALSE,4,1,FALSE,1
412_17,412,17,17,300;160;160;311;120;300;203;120;120;300;100;100;810;800;100;660;300,1972,1972-120,"CHAFFIN v. STYNCHCOMBE, SHERIFF",FALSE,FALSE,1,1,FALSE,1
412_47,412,47,16,300;120;300;311;300;120;120;120;300;100;810;100;100;650;660;300,1972,1972-121,MICHIGAN v. PAYNE,FALSE,FALSE,3,1,FALSE,1
412_67,412,67,17,620;120;814;120;311;203;120;120;300;300;300;300;420;311;300;100;100,1972,1972-122,NATIONAL LABOR RELATIONS BOARD v. BOEING CO. et al.,FALSE,FALSE,3,1,FALSE,1
412_84,412,84,12,300;300;203;300;300;630;300;300;205;111;300;101,1972,1972-123,"BOOSTER LODGE NO. 405, INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO v. NATIONAL LABOR RELATIONS BOARD et al.",FALSE,FALSE,9,1,TRUE,1
412_92,412,92,14,460;900;460;323;104;900;323;140;460;460;323;900;323;460,1972,1972-124,"SCHOOL BOARD OF CITY OF RICHMOND, VIRGINIA, et al. v. STATE BOARD OF EDUCATION OF VIRGINIA et al.",FALSE,FALSE,0,1,FALSE,1
412_94,412,94,76,100;800;640;800;800;651;800;800;100;810;800;100;810;622;203;203;120;804;140;140;140;140;140;140;140;140;140;203;120;420;120;120;120;320;400;211;502;400;320;110;814;110;110;301;802;400;320;301;400;213;110;301;311;311;400;430;320;510;110;110;110;301;110;804;400;400;301;310;301;310;440;410;400;430;300;300,1972,1972-125,"COLUMBIA BROADCASTING SYSTEM, INC. v. DEMOCRATIC NATIONAL COMMITTEE",FALSE,FALSE,5,1,FALSE,1
412_205,412,205,18,300;120;910;120;120;300;311;100;203;120;300;311;300;420;300;502;311;311,1972,1972-126,KEEBLE v. UNITED STATES,FALSE,FALSE,3,1,FALSE,1
412_218,412,218,37,300;324;310;120;120;100;100;100;650;660;300;203;120;120;120;120;300;324;110;460;411;661;300;400;211;110;814;650;205;110;640;640;640;460;300;324;310,1972,1972-127,"SCHNECKLOTH, CONSERVATION CENTER SUPERINTENDENT v. BUSTAMONTE",TRUE,FALSE,3,1,FALSE,1
412_291,412,291,23,300;310;310;121;121;121;121;100;100;100;100;150;110;110;900;400;502;814;110;300;211;110;300,1972,1972-128,"CUPP, PENITENTIARY SUPERINTENDENT v. MURPHY",TRUE,FALSE,5,1,FALSE,1
412_306,412,306,56,320;502;502;130;811;104;811;801;642;620;642;620;811;300;110;104;104;110;110;402;642;402;621;420;310;310;400;313;402;402;810;621;100;100;800;100;100;100;810;100;323;310;313;130;130;130;130;510;320;400;300;300;203;130;130;130,1972,1972-129,DOE et al. v. MCMILLAN et al.,FALSE,FALSE,1,1,FALSE,1
412_346,412,346,10,300;160;300;300;300;300;104;100;322;300,1972,1972-130,UNITED STATES v. BISHOP,FALSE,FALSE,7,1,FALSE,1
412_363,412,363,36,800;800;502;502;300;104;811;120;120;120;120;120;120;803;120;213;300;300;441;300;300;320;300;100;800;800;100;100;300;441;300;460;900;300;300;311,1972,1972-131,UNITED STATES v. STATE TAX COMMISSION OF MISSISSIPPI et al.,FALSE,FALSE,5,1,FALSE,1
412_391,412,391,11,300;410;300;300;300;100;300;400;300;300;100,1972,1972-132,"UNITED STATES v. MASON, ADMINISTRATOR, et al.",FALSE,FALSE,9,1,TRUE,1
412_401,412,401,16,300;300;311;120;311;300;203;120;120;300;300;120;100;100;610;300,1972,1972-133,"UNITED STATES v. CHICAGO, BURLINGTON & QUINCY RAILROAD CO.",FALSE,FALSE,4,1,FALSE,1
412_434,412,434,28,104;100;100;650;311;430;322;300;311;322;300;430;322;300;120;322;300;311;322;300;322;300;322;311;300;460;300;300,1972,1972-136,"STRUNK, AKA WAGNER v. UNITED STATES",FALSE,FALSE,9,1,TRUE,1
412_441,412,441,33,120;120;120;311;400;400;100;100;800;100;100;810;100;100;660;111;111;111;111;300;400;300;300;400;400;300;400;300;203;120;120;120;311,1972,1972-137,VLANDIS v. KLINE et al.,FALSE,FALSE,3,1,FALSE,1
412_470,412,470,54,400;313;151;151;111;111;300;300;300;400;410;300;400;400;326;400;430;400;430;300;400;300;100;100;810;100;100;800;100;100;100;100;810;660;400;502;400;502;400;430;430;413;300;400;400;400;430;431;130;400;400;300;502;300,1972,1972-138,WARDIUS v. OREGON,FALSE,FALSE,9,1,TRUE,1
412_481,412,481,10,300;300;300;300;300;300;100;810;300;300,1972,1972-139,"MATTZ v. ARNETT, DIRECTOR, DEPARTMENT OF FISH AND GAME",FALSE,FALSE,9,1,TRUE,1
412_507,412,507,27,620;300;110;400;110;202;110;300;441;300;460;300;300;310;300;441;300;300;441;300;104;642;104;800;101;810;100,1972,1972-140,CITY OF KENOSHA et al. v. BRUNO et al.,FALSE,FALSE,9,1,TRUE,1
412_521,412,521,24,300;400;300;410;300;410;150;300;310;300;400;441;300;441;441;400;810;460;100;800;800;100;100;100,1972,1972-141,LOGUE et al. v. UNITED STATES,FALSE,FALSE,9,1,TRUE,1
412_534,412,534,13,300;104;300;300;101;810;810;101;101;300;300;300;300,1972,1972-142,UNITED STATES v. NEVADA et al.,FALSE,FALSE,7,1,FALSE,1
412_541,412,541,17,300;920;203;120;120;120;311;100;101;101;810;920;300;400;420;610;610,1972,1972-144,"FRI, ACTING ADMINISTRATOR, ENVIRONMENTAL PROTECTION AGENCY v. SIERRA CLUB et al.",FALSE,FALSE,0,1,FALSE,1
412_546,412,546,16,104;100;810;120;120;311;311;322;322;120;120;311;311;400;322;300,1972,1972-145,GOLDSTEIN et al. v. CALIFORNIA,FALSE,FALSE,1,1,FALSE,1
412_580,412,580,26,100;100;800;810;100;800;810;100;300;300;400;202;111;111;111;300;300;300;300;411;400;300;300;300;300;111,1972,1972-146,"UNITED STATES v. LITTLE LAKE MISERE LAND CO., INC., et al.",FALSE,FALSE,9,1,TRUE,1
412_609,412,609,33,642;320;510;300;460;100;100;100;800;100;610;610;610;203;400;104;301;712;502;300;300;300;320;400;301;400;213;301;113;113;113;323;300,1972,1972-147,"WEINBERGER, SECRETARY OF HEALTH, EDUCATION, AND WELFARE, et al. v. HYNSON, WESTCOTT & DUNNING, INC.",FALSE,FALSE,7,1,FALSE,1
412_640,412,640,4,100;100;300;400,1972,1972-148,"CIBA CORP. v. WEINBERGER, SECRETARY OF HEALTH, EDUCATION, AND WELFARE, et al.",FALSE,FALSE,7,1,FALSE,1
412_645,412,645,2,100;100,1972,1972-149,"WEINBERGER, SECRETARY OF HEALTH, EDUCATION, AND WELFARE, et al. v. BENTEX PHARMACEUTICALS, INC., et al.",FALSE,FALSE,7,1,FALSE,1
412_655,412,655,4,460;100;100;100,1972,1972-150,"USV PHARMACEUTICAL CORP. v. WEINBERGER, SECRETARY OF HEALTH, EDUCATION, AND WELFARE, et al.",FALSE,FALSE,7,1,FALSE,1
412_669,412,669,29,320;502;311;120;121;121;310;440;100;810;100;100;800;100;121;121;301;212;130;130;110;110;814;110;814;610;301;400;311,1972,1972-151,UNITED STATES et al. v. STUDENTS CHALLENGING REGULATORY AGENCY PROCEDURES (SCRAP) et al.,FALSE,FALSE,4,1,FALSE,1
412_735,412,735,21,300;313;212;130;130;814;130;130;660;300;100;100;100;660;313;313;702;300;300;300;400,1972,1972-152,GAFFNEY v. CUMMINGS et al.,FALSE,FALSE,3,1,FALSE,1
412_755,412,755,7,300;300;100;100;300;400;300,1972,1972-153,"WHITE, SECRETARY OF STATE OF TEXAS, et al. v. REGESTER et al.",FALSE,FALSE,3,1,FALSE,1
412_783,412,783,22,300;310;301;400;203;300;204;300;460;100;110;300;430;652;430;212;110;300;202;300;310;310,1972,1972-154,"WHITE, SECRETARY OF STATE OF TEXAS v. WEISER et al.",FALSE,FALSE,9,1,TRUE,1
412_800,412,800,26,300;650;120;120;311;651;300;651;203;120;120;120;803;100;100;100;100;100;100;100;651;300;651;610;311;651,1972,1972-155,"ATCHISON, TOPEKA & SANTA FE RAILWAY CO. et al. v. WICHITA BOARD OF TRADE et al.",FALSE,FALSE,2,1,FALSE,1
412_837,412,837,16,300;120;120;420;120;120;300;300;311;110;300;100;100;660;300;300,1972,1972-156,BARNES v. UNITED STATES,FALSE,FALSE,3,1,FALSE,1
413_1,413,1,58,103;140;810;140;140;810;800;100;800;100;660;920;431;400;151;400;311;420;920;430;410;400;311;920;430;400;410;160;160;300;920;460;400;311;431;300;110;110;400;110;110;920;431;460;400;500;400;400;110;310;710;310;710;300;310;300;300;300,1972,1972-157,"GILLIGAN, GOVERNOR OF OHIO, et al. v. MORGAN et al.",FALSE,FALSE,9,1,TRUE,1
413_15,413,15,38,104;402;120;120;120;120;201;402;104;811;104;811;502;323;323;104;104;100;100;100;100;800;100;100;104;120;120;120;104;120;660;400;410;300;400;300;300;400,1972,1972-158,MILLER v. CALIFORNIA,TRUE,TRUE,1,1,FALSE,1
413_49,413,49,18,104;104;100;100;100;100;100;120;804;104;104;120;120;323;323;402;502;502,1972,1972-159,"PARIS ADULT THEATRE I et al. v. SLATON, DISTRICT ATTORNEY, et al.",FALSE,FALSE,1,1,FALSE,1
413_115,413,115,9,104;100;100;100;160;160;104;104;120,1972,1972-160,KAPLAN v. CALIFORNIA,FALSE,FALSE,1,1,FALSE,1
413_123,413,123,54,104;801;660;201;140;140;140;140;140;304;120;311;460;460;201;104;201;100;810;800;100;800;100;660;800;120;120;201;104;811;660;120;660;460;510;304;660;460;110;110;300;710;304;460;300;400;300;322;403;502;430;460;320;300,1972,1972-161,"UNITED STATES v. 12 200-FT. REELS OF SUPER 8MM. FILM et al. (PALADINI, CLAIMANT)",FALSE,FALSE,1,1,FALSE,1
413_139,413,139,9,104;120;104;100;100;100;120;104;120,1972,1972-162,UNITED STATES v. ORITO,FALSE,FALSE,1,1,FALSE,1
413_149,413,149,24,900;620;300;300;205;120;120;100;100;100;660;311;300;203;120;120;300;320;211;160;311;160;120;300,1972,1972-163,"COLGROVE v. BATTIN, U.S. DISTRICT JUDGE",FALSE,FALSE,1,1,FALSE,1
413_189,413,189,37,504;661;661;431;151;300;140;140;100;640;640;100;800;601;601;660;660;320;403;640;640;300;320;502;300;400;326;502;510;211;130;802;130;900;213;203;120,1972,1972-164,"KEYES et al. v. SCHOOL DISTRICT NO. 1, DENVER, COLORADO, et al.",FALSE,TRUE,6,1,FALSE,1
413_266,413,266,46,211;410;300;710;311;311;300;311;311;300;203;120;803;120;120;100;810;100;660;660;100;100;100;100;110;800;814;420;212;120;120;502;311;300;311;510;211;814;111;814;300;802;300;431;325;311,1972,1972-165,ALMEIDA-SANCHEZ v. UNITED STATES,FALSE,FALSE,1,1,FALSE,1
413_300,413,300,18,510;300;311;203;120;120;320;211;111;300;502;311;104;104;660;100;300;300,1972,1972-166,UNITED STATES v. ASH,FALSE,FALSE,3,1,FALSE,1
413_345,413,345,12,300;203;120;120;120;300;300;200;100;300;300;803,1972,1972-167,"NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE, NEW YORK CITY REGION OF NEW YORK CONFERENCE OF BRANCHES, et al. v. NEW YORK et al.",FALSE,FALSE,4,1,FALSE,1
413_376,413,376,38,460;900;621;641;661;620;661;661;661;661;661;620;460;621;160;400;120;803;661;311;120;620;300;203;203;120;120;300;300;120;413;120;100;100;660;800;300;300,1972,1972-168,PITTSBURGH PRESS CO. v. PITTSBURGH COMMISSION ON HUMAN RELATIONS et al.,FALSE,FALSE,1,1,FALSE,1
413_405,413,405,23,300;300;400;311;300;502;400;320;300;203;120;120;400;300;621;100;100;800;800;800;100;660;300,1972,1972-169,NEW YORK STATE DEPARTMENT OF SOCIAL SERVICES et al. v. DUBLINO et al.,TRUE,TRUE,5,1,FALSE,1
413_433,413,433,15,300;311;203;120;120;311;300;311;300;300;100;100;100;650;660,1972,1972-170,"CADY, WARDEN v. DOMBROWSKI",FALSE,FALSE,1,1,FALSE,1
413_455,413,455,25,100;100;100;100;660;800;300;400;151;151;400;151;300;300;400;410;300;300;320;430;400;410;300;410;300,1972,1972-171,NORWOOD et al. v. HARRISON et al.,FALSE,FALSE,9,1,TRUE,1
413_472,413,472,25,100;800;810;100;800;100;460;400;151;300;400;400;400;410;400;300;160;400;430;300;430;300;400;300;430,1972,1972-172,"LEVITT, COMPTROLLER OF NEW YORK, et al. v. COMMITTEE FOR PUBLIC EDUCATION & RELIGIOUS LIBERTY et al.",TRUE,FALSE,7,1,FALSE,1
413_483,413,483,21,810;104;104;800;640;100;800;151;120;104;104;120;120;400;300;410;300;322;502;300;300,1972,1972-173,HELLER v. NEW YORK,FALSE,FALSE,1,1,FALSE,1
413_496,413,496,19,104;460;104;800;104;810;100;151;104;104;120;120;300;400;300;300;300;400;300,1972,1972-174,ROADEN v. KENTUCKY,FALSE,FALSE,9,1,TRUE,1
413_508,413,508,23,311;100;100;100;100;100;300;110;110;300;110;300;120;112;502;325;460;120;120;803;803;120;120,1972,1972-175,UNITED STATES DEPARTMENT OF AGRICULTURE et al. v. MURRY et al.,FALSE,FALSE,1,1,FALSE,1
413_528,413,528,18,311;104;804;104;620;110;402;402;100;300;300;300;300;300;120;120;120;120,1972,1972-176,UNITED STATES DEPARTMENT OF AGRICULTURE et al. v. MORENO et al.,FALSE,FALSE,5,1,FALSE,1
413_548,413,548,17,300;211;203;120;120;311;212;300;100;100;100;100;311;300;400;300;300,1972,1972-177,"UNITED STATES CIVIL SERVICE COMMISSION et al. v. NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO, et al.",FALSE,FALSE,3,1,FALSE,1
413_601,413,601,17,300;120;120;203;120;120;311;100;100;660;100;311;300;300;441;300;300,1972,1972-178,BROADRICK et al. v. OKLAHOMA et al.,FALSE,FALSE,1,1,FALSE,1
413_634,413,634,22,900;620;300;300;300;320;410;400;450;441;300;300;300;104;800;100;660;660;300;430;120;120,1972,1972-179,"SUGARMAN, ADMINISTRATOR, NEW YORK CITY HUMAN RESOURCES ADMINISTRATION, et al. v. DOUGALL et al.",FALSE,FALSE,7,1,FALSE,1
413_665,413,665,27,300;400;104;811;640;104;110;804;802;112;112;311;120;311;120;120;300;203;120;803;120;104;100;660;100;300;111,1972,1972-180,"GOSA v. MAYDEN, WARDEN",FALSE,FALSE,1,1,FALSE,1
413_717,413,717,21,320;120;620;300;300;300;300;300;650;650;300;621;100;810;650;650;100;100;800;203;311,1972,1972-181,In re GRIFFITHS,FALSE,FALSE,5,1,FALSE,1
413_734,413,734,38,510;502;300;120;120;610;610;311;120;120;203;504;610;610;120;120;120;300;610;610;300;211;502;311;502;610;311;610;610;300;400;100;610;610;100;300;610;610,1972,1972-182,"HUNT v. MCNAIR, GOVERNOR OF SOUTH CAROLINA, et al.",FALSE,FALSE,3,1,FALSE,1
413_756,413,756,32,301;203;400;410;212;600;661;130;311;311;130;300;120;311;311;120;400;510;213;300;300;400;400;100;800;660;100;120;120;120;311;311,1972,1972-184,"COMMITTEE FOR PUBLIC EDUCATION & RELIGIOUS LIBERTY et al. v. NYQUIST, COMMISSIONER OF EDUCATION OF NEW YORK, et al.",TRUE,FALSE,3,1,FALSE,1
413_825,413,825,10,212;502;621;300;300;211;300;300;300;100,1972,1972-183,"SLOAN, TREASURER OF PENNSYLVANIA, et al. v. LEMON et al.",FALSE,FALSE,3,1,FALSE,1
413_836,413,836,9,101;101;101;101;810;160;104;120;120,1972,1972-185,ALEXANDER et al. v. VIRGINIA,FALSE,FALSE,1,1,FALSE,1
414_5,414,5,9,300;120;311;300;300;311;300;300;101,1973,1973-003,UNITED STATES IMMIGRATION AND NATURALIZATION SERVICE v. HIBI,FALSE,FALSE,3,1,FALSE,1
414_14,414,14,23,300;120;120;326;300;311;300;311;300;310;300;311;300;900;202;111;101;101;310;300;120;410;300,1973,1973-005,NORWELL v. CITY OF CINCINNATI,FALSE,FALSE,9,1,TRUE,1
414_44,414,44,24,222;403;400;320;300;310;310;100;641;800;641;800;660;300;310;110;400;300;300;400;300;300;330;300,1973,1973-011,DEPARTMENT OF GAME OF WASHINGTON v. PUYALLUP TRIBE et al.,FALSE,FALSE,9,1,TRUE,1
414_51,414,51,21,151;300;300;300;100;100;100;502;504;300;300;622;212;502;213;510;120;311;300;203;120,1973,1973-012,KUSPER et al. v. PONTIKES,FALSE,FALSE,5,1,FALSE,1
414_70,414,70,30,910;151;300;300;101;101;101;300;910;311;910;311;120;120;300;300;310;151;300;100;100;100;100;300;310;300;300;320;400;300,1973,1973-013,"LEFKOWITZ, ATTORNEY GENERAL OF NEW YORK, et al. v. TURLEY et al.",FALSE,FALSE,9,1,TRUE,1
414_86,414,86,16,300;203;120;300;400;300;300;100;100;100;300;110;814;300;450;300,1973,1973-014,"ESPINOZA ET VIR v. FARAH MANUFACTURING CO., INC.",FALSE,FALSE,7,1,FALSE,1
414_100,414,100,11,300;120;120;300;311;300;300;101;660;300;300,1973,1973-015,"PASCHALL et al. v. CHRISTIE-STEWART, INC., et al.",FALSE,FALSE,5,1,FALSE,1
414_105,414,105,9,311;300;300;101;300;300;311;300;120,1973,1973-016,HESS v. INDIANA,FALSE,FALSE,3,1,FALSE,1
414_117,414,117,10,300;300;300;610;300;300;100;100;300;300,1973,1973-018,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. WARE",FALSE,FALSE,8,1,FALSE,1
414_141,414,141,25,300;120;300;300;300;400;101;800;300;311;203;120;120;410;410;300;502;311;320;400;300;300;100;100;100,1973,1973-019,"CUPP, PENITENTIARY SUPERINTENDENT v. NAUGHTEN",FALSE,FALSE,3,1,FALSE,1
414_156,414,156,16,300;104;100;800;100;100;300;410;300;300;320;400;300;300;104;300,1973,1973-020,"NORTH DAKOTA STATE BOARD OF PHARMACY v. SNYDER'S DRUG STORES, INC.",FALSE,FALSE,9,1,TRUE,1
414_168,414,168,20,300;300;100;100;100;300;400;326;111;300;710;300;710;300;300;400;410;212;300;300,1973,1973-021,"GOLDEN STATE BOTTLING CO., INC., FORMERLY PEPSI-COLA BOTTLING CO. OF SACRAMENTO, et al. v. NATIONAL LABOR RELATIONS BOARD",FALSE,FALSE,9,1,TRUE,1
414_190,414,190,25,300;300;313;700;203;130;130;100;100;100;313;502;313;300;900;411;400;450;320;400;300;211;300;300;300,1973,1973-022,"FALK et al. v. BRENNAN, SECRETARY OF LABOR",FALSE,FALSE,1,1,FALSE,1
414_212,414,212,9,621;300;300;300;101;300;300;300;300,1973,1973-023,"FOLEY et al. v. BLAIR & CO., INC., et al.",FALSE,FALSE,9,1,TRUE,1
414_218,414,218,20,400;300;311;311;300;300;203;120;120;300;320;400;110;300;202;100;800;100;800;100,1973,1973-024,UNITED STATES v. ROBINSON,TRUE,FALSE,3,1,FALSE,1
414_260,414,260,11,300;311;311;110;300;300;205;120;120;300;100,1973,1973-025,GUSTAFSON v. FLORIDA,TRUE,FALSE,3,1,FALSE,1
414_270,414,270,23,300;100;100;100;100;100;100;100;311;502;410;300;203;120;120;120;300;502;311;300;300;400;300,1973,1973-026,NATIONAL LABOR RELATIONS BOARD v. SAVAIR MANUFACTURING CO.,FALSE,FALSE,3,1,FALSE,1
414_291,414,291,12,300;311;203;120;300;100;100;100;502;300;300;300,1973,1973-027,ZAHN et al. v. INTERNATIONAL PAPER CO.,FALSE,FALSE,3,1,FALSE,1
414_313,414,313,11,300;300;300;203;120;300;400;100;300;300;610,1973,1973-028,BONELLI CATTLE CO. et al. v. ARIZONA et al.,FALSE,FALSE,6,1,FALSE,1
414_338,414,338,21,300;311;311;203;120;120;300;300;502;311;320;400;300;100;100;100;661;910;400;320;300,1973,1973-029,UNITED STATES v. CALANDRA,TRUE,FALSE,3,1,FALSE,1
414_368,414,368,11,300;120;300;300;300;300;100;100;100;660;300,1973,1973-030,GATEWAY COAL CO. v. UNITED MINE WORKERS OF AMERICA et al.,FALSE,FALSE,7,1,FALSE,1
414_395,414,395,20,621;203;120;620;300;621;502;900;311;300;120;120;311;300;502;311;300;100;100;100,1973,1973-031,UNITED STATES v. MAZE,FALSE,FALSE,1,1,FALSE,1
414_417,414,417,21,101;100;100;650;660;420;311;300;630;300;630;203;120;120;120;120;300;300;630;300;630,1973,1973-032,MARSHALL v. UNITED STATES,FALSE,FALSE,3,1,FALSE,1
414_441,414,441,22,310;620;300;100;100;100;100;300;400;300;300;151;710;310;510;213;110;110;110;111;420;310,1973,1973-033,"COMMUNIST PARTY OF INDIANA et al. v. WHITCOMB, GOVERNOR OF INDIANA, et al.",FALSE,FALSE,9,1,TRUE,1
414_453,414,453,11,300;120;120;110;100;100;300;300;300;610;300,1973,1973-034,NATIONAL RAILROAD PASSENGER CORP. et al. v. NATIONAL ASSOCIATION OF RAILROAD PASSENGERS,FALSE,FALSE,6,1,FALSE,1
414_478,414,478,14,311;300;400;300;101;101;300;300;311;300;300;300;120;120,1973,1973-036,VACHON v. NEW HAMPSHIRE,FALSE,FALSE,3,1,FALSE,1
414_488,414,488,24,300;203;120;120;120;120;120;420;311;420;300;400;100;810;100;100;311;430;202;112;112;112;430;300,1973,1973-037,"O'SHEA, MAGISTRATE, CIRCUIT COURT OF ALEXANDER COUNTY, ILLINOIS, et al. v. LITTLETON et al.",FALSE,FALSE,3,1,FALSE,1
414_514,414,514,10,300;300;300;300;100;100;300;300;300;300,1973,1973-038,"SPOMER, STATE'S ATTORNEY OF ALEXANDER COUNTY, ILLINOIS v. LITTLETON et al.",FALSE,FALSE,9,1,TRUE,1
414_524,414,524,26,100;100;810;100;300;300;310;300;310;111;300;710;300;110;110;110;212;120;120;120;120;120;300;300;311;311,1973,1973-039,"O'BRIEN et al. v. SKINNER, SHERIFF, et al.",FALSE,FALSE,5,1,FALSE,1
414_538,414,538,13,320;403;300;300;300;100;300;300;300;202;110;300;300,1973,1973-040,AMERICAN PIPE & CONSTRUCTION CO. et al. v. UTAH et al.,FALSE,FALSE,9,1,TRUE,1
414_563,414,563,24,410;310;310;100;100;100;100;100;300;111;202;151;300;900;400;310;205;111;320;400;300;450;400;300,1973,1973-041,LAU et al. v. NICHOLS et al.,FALSE,FALSE,9,1,TRUE,1
414_573,414,573,16,310;620;300;100;326;310;300;300;502;300;460;203;120;120;120;311,1973,1973-042,"SEA-LAND SERVICES, INC. v. GAUDET, ADMINISTRATRIX",FALSE,FALSE,1,1,FALSE,1
414_614,414,614,11,300;300;100;100;300;300;400;300;300;300;300,1973,1973-043,"CHRISTIAN et al. v. NEW YORK STATE DEPARTMENT OF LABOR, DIVISION OF EMPLOYMENT, et al.",FALSE,FALSE,9,1,TRUE,1
414_632,414,632,22,400;311;620;300;700;151;300;100;100;300;213;300;640;410;410;400;302;211;400;111;203;120,1973,1973-044,CLEVELAND BOARD OF EDUCATION et al. v. LAFLEUR et al.,TRUE,FALSE,5,1,FALSE,1
414_661,414,661,16,300;620;300;300;300;100;100;300;300;302;510;310;300;110;300;110,1973,1973-045,"ONEIDA INDIAN NATION OF NEW YORK et al. v. COUNTY OF ONEIDA, NEW YORK, et al.",FALSE,FALSE,9,1,TRUE,1
414_685,414,685,8,300;300;300;300;300;300;300;101,1973,1973-046,"SNIDER et al. v. ALL STATE ADMINISTRATORS, INC., et al.",FALSE,FALSE,9,1,TRUE,1
415_1,415,1,27,610;400;502;300;400;203;120;120;120;120;120;300;311;300;311;100;100;800;100;800;800;810;660;610;311;300;441,1973,1973-047,"RENEGOTIATION BOARD v. BANNERCRAFT CLOTHING CO., INC., et al.",FALSE,FALSE,1,1,FALSE,1
415_36,415,36,10,300;300;300;300;300;300;300;100;100;300,1973,1973-048,ALEXANDER v. GARDNER-DENVER CO.,FALSE,FALSE,9,1,TRUE,1
415_61,415,61,46,300;120;120;311;120;120;300;311;300;300;101;101;300;300;622;203;120;440;120;641;311;440;641;300;502;300;440;441;203;110;400;641;900;120;120;120;300;300;300;300;100;800;800;810;800;100,1973,1973-049,"SAMPSON, ADMINISTRATOR, GENERAL SERVICES ADMINISTRATION, et al. v. MURRAY",FALSE,FALSE,3,1,FALSE,1
415_104,415,104,14,300;300;400;311;203;120;300;300;622;311;300;642;300;100,1973,1973-050,"WINDWARD SHIPPING (LONDON) LTD. et al. v. AMERICAN RADIO ASSOCIATION, AFL-CIO, et al.",FALSE,FALSE,3,1,FALSE,1
415_130,415,130,15,120;325;420;311;620;300;100;300;300;300;120;120;202;111;311,1973,1973-052,LEWIS v. CITY OF NEW ORLEANS,FALSE,FALSE,3,1,FALSE,1
415_143,415,143,14,300;120;120;120;120;311;100;100;300;311;300;400;300;300,1973,1973-053,UNITED STATES v. KAHN ET UX.,FALSE,FALSE,3,1,FALSE,1
415_164,415,164,12,300;120;120;300;100;100;100;311;300;642;300;300,1973,1973-054,UNITED STATES v. MATLOCK,FALSE,FALSE,3,1,FALSE,1
415_189,415,189,14,300;300;300;400;300;300;300;100;100;100;100;300;300;300,1973,1973-055,CURTIS v. LOETHER et al.,FALSE,FALSE,9,1,TRUE,1
415_199,415,199,11,300;300;300;300;300;441;300;100;100;300;300,1973,1973-056,"MORTON, SECRETARY OF THE INTERIOR v. RUIZ ET UX.",FALSE,FALSE,9,1,TRUE,1
415_250,415,250,22,502;151;140;300;300;400;502;202;400;300;100;100;100;100;100;502;211;151;300;300;203;120,1973,1973-058,MEMORIAL HOSPITAL et al. v. MARICOPA COUNTY et al.,FALSE,FALSE,7,1,FALSE,1
415_289,415,289,2,102;400,1973,1973-060,MISSISSIPPI v. ARKANSAS,FALSE,FALSE,9,1,TRUE,1
415_303,415,303,10,300;300;300;300;300;300;101;660;300;300,1973,1973-061,PATTERSON v. WARNER et al.,FALSE,FALSE,9,1,TRUE,1
415_308,415,308,12,100;300;300;300;202;110;110;120;300;300;300;311,1973,1973-062,DAVIS v. ALASKA,FALSE,FALSE,5,1,FALSE,1
415_322,415,322,14,300;100;100;100;300;203;130;130;300;400;300;300;300;313,1973,1973-063,NATIONAL LABOR RELATIONS BOARD v. MAGNAVOX COMPANY OF TENNESSEE,FALSE,FALSE,3,1,FALSE,1
415_333,415,333,33,300;620;100;621;100;200;104;104;660;104;660;660;660;222;400;300;300;211;111;111;900;642;322;400;310;322;322;310;322;310;322;203;300,1973,1973-064,"SPEIGHT, T/A HAREM BOOK STORE, et al. v. SLATON et al.",FALSE,FALSE,9,1,TRUE,1
415_336,415,336,22,300;100;100;100;100;100;622;311;310;300;300;203;120;110;120;110;120;110;610;610;610;300,1973,1973-065,"NATIONAL CABLE TELEVISION ASSN., INC. v. UNITED STATES et al.",FALSE,FALSE,3,1,FALSE,1
415_345,415,345,11,300;100;100;100;100;100;300;300;203;610;300,1973,1973-066,FEDERAL POWER COMMISSION v. NEW ENGLAND POWER CO. et al.,FALSE,FALSE,7,1,FALSE,1
